1,2,3,4,5
1.0,1.0,1.0,1.0,1.0
0.9998332061402828,0.9987926170735282,1.0,1.0,0.9998746721160471
0.9997670429766423,0.9962390086115844,1.0,0.9979938437290353,0.9998746721160471
0.9989780336645142,0.9944292690092295,1.0,0.9979938437290353,0.9998746721160471
0.9989780336645142,0.9944292690092295,0.9999463907954896,0.9979938437290353,0.9998746721160471
0.9959526294055677,0.9943323060968253,0.9973099090354443,0.9979938437290353,0.9998746721160471
0.9959526294055677,0.9943323060968253,0.9972457543183458,0.9979938437290353,0.9998746721160471
0.9959526294055677,0.9943323060968253,0.9972457543183458,0.9979938437290353,0.9998746721160471
0.9959526294055677,0.9943323060968253,0.9969048937206967,0.9979938437290353,0.9998746721160471
0.9937988032841759,0.994146324299693,0.9969048937206967,0.9979938437290353,0.9998746721160471
0.9937988032841759,0.994146324299693,0.9969048937206967,0.997882136400933,0.9995847573630119
0.9907233345190427,0.9938102806182212,0.993990156150282,0.997882136400933,0.9995847573630119
0.9907233345190427,0.9938102806182212,0.993990156150282,0.997882136400933,0.9989144784312679
0.9907233345190427,0.9938102806182212,0.9926763734242741,0.997882136400933,0.9976860932940054
0.9907233345190427,0.9937559443615728,0.9926763734242741,0.997882136400933,0.9976860932940054
0.9906234551879533,0.9936663867020957,0.9926763734242741,0.997882136400933,0.9966838661364064
0.9906234551879533,0.9936663867020957,0.9926763734242741,0.9978341289289475,0.9965621837108007
0.9906234551879533,0.9936663867020957,0.9926763734242741,0.9978341289289475,0.9965621837108007
0.990217909742478,0.9936663867020957,0.9926728215819048,0.9971985709719707,0.9962744967612738
0.9897450194903074,0.9936663867020957,0.9926728215819048,0.9971985709719707,0.9962744967612738
0.9897450194903074,0.9936663867020957,0.9923547817560271,0.9971985709719707,0.9962744967612738
0.9897450194903074,0.9936663867020957,0.9923547817560271,0.996879350227214,0.99627449266323
0.9897450194903074,0.9926669625112302,0.9923547817560271,0.996879350227214,0.99627449266323
0.98973775228464,0.9926669625112302,0.9923547817560271,0.996879350227214,0.99627449266323
0.98973775228464,0.9926669625112302,0.9923547817560271,0.9956674380095653,0.99627449266323
0.98973775228464,0.9902524270601233,0.9923547817560271,0.9954196071545222,0.9932517256629092
0.98973775228464,0.9902524270601233,0.9923547817560271,0.9950098113949496,0.9932517256629092
0.9895123514552266,0.9902524270601233,0.9923270133002231,0.9950098113949496,0.9932517256629092
0.9895123514552266,0.9902524270601233,0.988929262196497,0.9950098113949496,0.9932517256629092
0.9895123514552266,0.9902524270601233,0.988929262196497,0.9943028169902632,0.9929841091682449
0.9895123514552266,0.9902524270601233,0.9887079232993472,0.9943028169902632,0.9926851399836619
0.9895123514552266,0.9902524270601233,0.9887079232993472,0.9943028169902632,0.9922327821691924
0.9895123514552266,0.9902524270601233,0.9887079232993472,0.9943028169902632,0.9922327821691924
0.9895123514552266,0.9898878307127621,0.9887079232993472,0.9943028169902632,0.9919681019023088
0.9871093725706899,0.9878255866144272,0.9887079232993472,0.9915396350659934,0.9919681019023088
0.9871093725706899,0.9876491917881952,0.9887079232993472,0.9915396350659934,0.9919681019023088
